type,title,time
Ultrasound,Ultrasound_abdominal,2019-03-18T13:54
Ultrasound,Ultrasound_pelvic,2017-04-24T13:11
Ultrasound,Ultrasound_transrectal,2018-06-05T15:36
Ultrasound,Ultrasound_transabdominal,2018-12-21T15:10
Ultrasound,Ultrasound_transrectal,2017-09-02T09:22
Ultrasound,Ultrasound_transabdominal,2019-03-14T09:26
Ultrasound,Ultrasound_transabdominal,2017-03-12T11:05
Ultrasound,Ultrasound_obstetric,2017-09-25T05:51
Ultrasound,Ultrasound_transvaginal,2017-12-26T15:50
Ultrasound,Ultrasound_obstetric,2018-04-15T09:41
Ultrasound,Ultrasound_transrectal,2018-08-20T11:43
Ultrasound,Ultrasound_transrectal,2018-11-14T11:44
Ultrasound,Ultrasound_transrectal,2017-12-12T10:52
Ultrasound,Ultrasound_obstetric,2017-06-19T06:43
Ultrasound,Ultrasound_transabdominal,2018-01-12T05:43
Ultrasound,Ultrasound_transvaginal,2019-06-20T21:01
Ultrasound,Ultrasound_pelvic,2019-05-29T18:37
Ultrasound,Ultrasound_transvaginal,2017-07-08T15:07
Ultrasound,Ultrasound_pelvic,2019-08-18T20:24
Ultrasound,Ultrasound_transabdominal,2018-12-30T08:54
Ultrasound,Ultrasound_abdominal,2019-01-08T20:07
Ultrasound,Ultrasound_transrectal,2018-10-09T08:34
Ultrasound,Ultrasound_pelvic,2017-08-15T06:00
Ultrasound,Ultrasound_abdominal,2018-05-26T16:34
Ultrasound,Ultrasound_obstetric,2018-04-10T22:55
Ultrasound,Ultrasound_pelvic,2019-02-01T21:06
Ultrasound,Ultrasound_obstetric,2018-12-26T00:57
Ultrasound,Ultrasound_transvaginal,2017-10-27T06:22
Ultrasound,Ultrasound_transabdominal,2019-04-01T05:27
Ultrasound,Ultrasound_abdominal,2018-03-03T19:31
Ultrasound,Ultrasound_transrectal,2018-08-07T22:59
Ultrasound,Ultrasound_transvaginal,2017-05-14T17:01
Ultrasound,Ultrasound_transabdominal,2018-07-10T10:28
Ultrasound,Ultrasound_transvaginal,2017-11-19T17:48
Ultrasound,Ultrasound_transrectal,2018-05-02T16:20
Ultrasound,Ultrasound_transvaginal,2018-11-08T01:43
Ultrasound,Ultrasound_obstetric,2019-09-09T11:26
Ultrasound,Ultrasound_abdominal,2019-09-30T15:07
Ultrasound,Ultrasound_transrectal,2019-07-09T14:37
Ultrasound,Ultrasound_transrectal,2018-10-23T15:01
Ultrasound,Ultrasound_transrectal,2018-06-01T06:49
Ultrasound,Ultrasound_abdominal,2018-03-04T06:12
Ultrasound,Ultrasound_pelvic,2019-01-30T16:29
Ultrasound,Ultrasound_transrectal,2019-04-13T04:15
Ultrasound,Ultrasound_transvaginal,2019-08-23T08:51
Ultrasound,Ultrasound_abdominal,2017-12-27T08:15
Ultrasound,Ultrasound_abdominal,2017-05-23T16:34
Ultrasound,Ultrasound_transvaginal,2017-06-02T04:58
Ultrasound,Ultrasound_obstetric,2018-10-14T21:48
Ultrasound,Ultrasound_pelvic,2019-06-28T19:31
Ultrasound,Ultrasound_pelvic,2018-10-27T19:54
Ultrasound,Ultrasound_transvaginal,2019-04-01T01:08
Ultrasound,Ultrasound_transrectal,2017-10-05T17:30
Ultrasound,Ultrasound_transrectal,2017-05-07T04:41
Ultrasound,Ultrasound_abdominal,2019-02-09T08:37
Ultrasound,Ultrasound_transabdominal,2019-09-26T08:57
Ultrasound,Ultrasound_transvaginal,2017-09-18T22:20
Ultrasound,Ultrasound_pelvic,2018-11-03T10:56
Ultrasound,Ultrasound_abdominal,2018-11-02T09:23
Ultrasound,Ultrasound_transvaginal,2019-04-06T23:06
Ultrasound,Ultrasound_abdominal,2017-01-25T04:05
Ultrasound,Ultrasound_obstetric,2017-09-30T10:20
Ultrasound,Ultrasound_pelvic,2018-12-09T18:33
Ultrasound,Ultrasound_abdominal,2018-10-15T13:40
Ultrasound,Ultrasound_pelvic,2017-08-06T19:08
Ultrasound,Ultrasound_pelvic,2019-08-23T06:49
Ultrasound,Ultrasound_pelvic,2017-06-14T06:21
Ultrasound,Ultrasound_transabdominal,2017-07-09T20:48
Ultrasound,Ultrasound_transabdominal,2017-12-19T20:31
Ultrasound,Ultrasound_obstetric,2017-07-17T21:06
Ultrasound,Ultrasound_obstetric,2018-01-26T13:31
Ultrasound,Ultrasound_pelvic,2019-01-08T13:53
Ultrasound,Ultrasound_transvaginal,2018-09-11T01:39
Ultrasound,Ultrasound_obstetric,2019-01-13T07:41
Ultrasound,Ultrasound_transvaginal,2017-11-02T19:34
Ultrasound,Ultrasound_transvaginal,2018-10-17T09:53
Ultrasound,Ultrasound_obstetric,2018-10-26T23:58
Ultrasound,Ultrasound_transabdominal,2019-05-04T13:48
Ultrasound,Ultrasound_pelvic,2019-06-12T10:23
Ultrasound,Ultrasound_transvaginal,2017-01-04T17:07
Ultrasound,Ultrasound_transabdominal,2019-02-21T13:26
Ultrasound,Ultrasound_pelvic,2017-03-07T23:02
Ultrasound,Ultrasound_transabdominal,2017-09-18T22:05
Ultrasound,Ultrasound_transabdominal,2019-07-07T23:40
Ultrasound,Ultrasound_obstetric,2019-08-21T14:11
Ultrasound,Ultrasound_pelvic,2017-08-23T06:02
Ultrasound,Ultrasound_transabdominal,2018-09-18T16:51
Ultrasound,Ultrasound_transrectal,2017-10-20T17:30
Ultrasound,Ultrasound_transrectal,2017-03-08T00:33
Ultrasound,Ultrasound_transabdominal,2018-09-02T23:38
Ultrasound,Ultrasound_transrectal,2017-01-04T23:28
Ultrasound,Ultrasound_pelvic,2017-10-07T01:33
Ultrasound,Ultrasound_transabdominal,2019-08-08T21:18
Ultrasound,Ultrasound_transabdominal,2018-10-12T08:51
Ultrasound,Ultrasound_abdominal,2019-09-05T20:45
Ultrasound,Ultrasound_transrectal,2017-08-25T01:01
Ultrasound,Ultrasound_transrectal,2019-04-23T06:56
Ultrasound,Ultrasound_transrectal,2017-07-22T04:01
Ultrasound,Ultrasound_pelvic,2018-12-28T23:22
Ultrasound,Ultrasound_pelvic,2018-11-15T01:14
Ultrasound,Ultrasound_transabdominal,2019-06-30T04:59
Ultrasound,Ultrasound_transvaginal,2019-01-27T02:20
Ultrasound,Ultrasound_abdominal,2017-12-26T03:17
Ultrasound,Ultrasound_obstetric,2018-12-14T11:10
Ultrasound,Ultrasound_transvaginal,2019-05-29T12:55
Ultrasound,Ultrasound_transabdominal,2019-09-09T17:41
Ultrasound,Ultrasound_pelvic,2017-06-30T23:41
Ultrasound,Ultrasound_transrectal,2018-03-14T18:00
Ultrasound,Ultrasound_obstetric,2018-04-13T17:43
Ultrasound,Ultrasound_transvaginal,2018-08-26T00:15
Ultrasound,Ultrasound_pelvic,2019-01-25T02:23
Ultrasound,Ultrasound_transabdominal,2017-04-17T01:16
Ultrasound,Ultrasound_transvaginal,2017-12-22T01:58
Ultrasound,Ultrasound_transvaginal,2019-01-29T14:58
Ultrasound,Ultrasound_pelvic,2018-08-09T16:38
Ultrasound,Ultrasound_transrectal,2017-08-14T00:34
Ultrasound,Ultrasound_abdominal,2017-11-25T03:04
Ultrasound,Ultrasound_abdominal,2018-03-10T13:34
Ultrasound,Ultrasound_abdominal,2017-02-10T20:03
Ultrasound,Ultrasound_obstetric,2017-05-12T08:27
Ultrasound,Ultrasound_obstetric,2019-03-21T19:23
Ultrasound,Ultrasound_transrectal,2019-06-07T11:24
Ultrasound,Ultrasound_abdominal,2019-05-30T22:41
Ultrasound,Ultrasound_transvaginal,2019-05-09T01:11
Ultrasound,Ultrasound_abdominal,2018-06-09T15:41
Ultrasound,Ultrasound_transrectal,2018-01-11T03:06
Ultrasound,Ultrasound_pelvic,2017-06-10T10:24
Ultrasound,Ultrasound_transabdominal,2019-02-12T18:52
Ultrasound,Ultrasound_transrectal,2019-03-20T13:32
Ultrasound,Ultrasound_abdominal,2018-03-23T06:32
Ultrasound,Ultrasound_abdominal,2017-04-22T00:53
Ultrasound,Ultrasound_transrectal,2017-11-09T10:09
Ultrasound,Ultrasound_transvaginal,2018-07-25T18:14
Ultrasound,Ultrasound_transvaginal,2019-08-17T00:23
Ultrasound,Ultrasound_obstetric,2017-07-18T04:39
Ultrasound,Ultrasound_obstetric,2019-03-21T08:10
Ultrasound,Ultrasound_abdominal,2018-02-21T01:22
Ultrasound,Ultrasound_transabdominal,2019-02-05T04:46
Ultrasound,Ultrasound_pelvic,2019-04-22T23:18
Ultrasound,Ultrasound_transvaginal,2017-01-04T09:45
Ultrasound,Ultrasound_transabdominal,2017-04-19T15:32
Ultrasound,Ultrasound_transvaginal,2019-08-29T13:18
Ultrasound,Ultrasound_obstetric,2019-09-06T15:42
Ultrasound,Ultrasound_pelvic,2019-04-21T00:05
Ultrasound,Ultrasound_transabdominal,2018-10-06T10:51
Ultrasound,Ultrasound_abdominal,2019-06-08T19:15
Ultrasound,Ultrasound_obstetric,2017-12-10T21:41
Ultrasound,Ultrasound_transrectal,2018-07-08T20:24
Ultrasound,Ultrasound_transabdominal,2018-10-23T19:04
Ultrasound,Ultrasound_pelvic,2018-09-01T19:56
Ultrasound,Ultrasound_abdominal,2017-09-22T09:26
Ultrasound,Ultrasound_abdominal,2018-09-12T15:29
Ultrasound,Ultrasound_abdominal,2017-06-07T16:21
Ultrasound,Ultrasound_obstetric,2019-05-12T18:42
Ultrasound,Ultrasound_obstetric,2019-09-29T15:55
Ultrasound,Ultrasound_transvaginal,2018-06-02T13:37
Ultrasound,Ultrasound_transvaginal,2018-05-21T08:38
Ultrasound,Ultrasound_abdominal,2017-08-17T15:54
Ultrasound,Ultrasound_pelvic,2018-02-21T18:01
Ultrasound,Ultrasound_transabdominal,2019-09-17T13:25
Ultrasound,Ultrasound_obstetric,2018-06-20T09:05
Ultrasound,Ultrasound_pelvic,2017-10-16T12:59
Ultrasound,Ultrasound_pelvic,2018-10-23T22:43
Ultrasound,Ultrasound_pelvic,2018-06-01T16:55
Ultrasound,Ultrasound_transvaginal,2018-04-15T08:59
Ultrasound,Ultrasound_transvaginal,2017-06-16T02:09
Ultrasound,Ultrasound_transvaginal,2019-09-20T04:52
Ultrasound,Ultrasound_obstetric,2017-03-26T17:45
Ultrasound,Ultrasound_transabdominal,2019-04-25T19:41
Ultrasound,Ultrasound_pelvic,2018-07-20T23:49
Ultrasound,Ultrasound_transrectal,2018-11-18T18:09
Ultrasound,Ultrasound_abdominal,2019-05-09T19:35
Ultrasound,Ultrasound_obstetric,2018-11-20T04:24
Ultrasound,Ultrasound_obstetric,2018-04-19T09:30
Ultrasound,Ultrasound_abdominal,2019-06-05T22:17
Ultrasound,Ultrasound_obstetric,2017-03-04T02:18
Ultrasound,Ultrasound_transvaginal,2017-11-19T01:59
Ultrasound,Ultrasound_abdominal,2017-11-01T13:35
Ultrasound,Ultrasound_obstetric,2018-07-25T15:55
Ultrasound,Ultrasound_obstetric,2018-09-09T15:48
Ultrasound,Ultrasound_abdominal,2019-05-05T15:52
Ultrasound,Ultrasound_pelvic,2018-09-18T20:32
Ultrasound,Ultrasound_abdominal,2017-12-07T02:27
Ultrasound,Ultrasound_transabdominal,2019-02-18T20:02
Ultrasound,Ultrasound_transrectal,2018-11-20T03:34
Ultrasound,Ultrasound_obstetric,2019-04-11T13:46
Ultrasound,Ultrasound_transrectal,2019-01-06T00:30
Ultrasound,Ultrasound_transrectal,2017-12-21T15:55
Ultrasound,Ultrasound_transvaginal,2019-09-08T03:51
Ultrasound,Ultrasound_abdominal,2019-08-20T07:18
Ultrasound,Ultrasound_pelvic,2019-08-26T23:20
Ultrasound,Ultrasound_transrectal,2019-07-21T11:28
Ultrasound,Ultrasound_pelvic,2018-01-01T23:05
Ultrasound,Ultrasound_transrectal,2018-01-14T07:48
Ultrasound,Ultrasound_transvaginal,2018-03-01T16:59
Ultrasound,Ultrasound_transvaginal,2018-09-04T19:45
Ultrasound,Ultrasound_transvaginal,2018-03-09T16:07
Ultrasound,Ultrasound_abdominal,2017-09-22T11:33
Ultrasound,Ultrasound_pelvic,2019-09-10T12:55
Ultrasound,Ultrasound_obstetric,2019-02-04T10:34
Ultrasound,Ultrasound_obstetric,2019-05-25T20:24
Ultrasound,Ultrasound_pelvic,2019-06-15T02:15
Ultrasound,Ultrasound_abdominal,2019-01-04T05:39
Ultrasound,Ultrasound_transrectal,2018-04-07T14:24
Ultrasound,Ultrasound_abdominal,2019-03-09T19:16
Ultrasound,Ultrasound_abdominal,2018-12-19T19:33
Ultrasound,Ultrasound_transrectal,2019-03-18T09:23
Ultrasound,Ultrasound_transabdominal,2019-03-01T16:00
Ultrasound,Ultrasound_pelvic,2018-11-21T07:43
Ultrasound,Ultrasound_transrectal,2019-01-24T08:27
Ultrasound,Ultrasound_transrectal,2018-03-11T10:53
Ultrasound,Ultrasound_transrectal,2017-01-13T10:06
Ultrasound,Ultrasound_pelvic,2018-07-28T13:00
Ultrasound,Ultrasound_pelvic,2019-01-28T20:25
Ultrasound,Ultrasound_transvaginal,2018-02-04T16:26
Ultrasound,Ultrasound_pelvic,2019-08-23T16:07
Ultrasound,Ultrasound_transrectal,2019-07-25T13:13
Ultrasound,Ultrasound_abdominal,2019-08-23T01:48
Ultrasound,Ultrasound_transrectal,2019-08-17T00:49
Ultrasound,Ultrasound_abdominal,2017-01-10T10:40
Ultrasound,Ultrasound_pelvic,2017-06-07T11:46
Ultrasound,Ultrasound_transabdominal,2019-04-30T14:14
Ultrasound,Ultrasound_transabdominal,2019-08-02T15:07
Ultrasound,Ultrasound_abdominal,2019-08-05T23:53
Ultrasound,Ultrasound_abdominal,2018-05-16T20:28
Ultrasound,Ultrasound_obstetric,2019-05-13T18:31
Ultrasound,Ultrasound_abdominal,2017-10-01T17:16
Ultrasound,Ultrasound_obstetric,2019-02-15T14:12
Ultrasound,Ultrasound_pelvic,2017-09-01T01:54
Ultrasound,Ultrasound_abdominal,2017-07-29T22:50
Ultrasound,Ultrasound_pelvic,2019-03-08T23:44
Ultrasound,Ultrasound_obstetric,2017-09-18T18:45
Ultrasound,Ultrasound_abdominal,2017-02-15T08:23
Ultrasound,Ultrasound_pelvic,2017-09-07T07:19
Ultrasound,Ultrasound_transrectal,2017-12-07T10:21
Ultrasound,Ultrasound_obstetric,2017-08-28T01:57
Ultrasound,Ultrasound_obstetric,2019-05-11T21:28
Ultrasound,Ultrasound_obstetric,2019-01-16T21:04
Ultrasound,Ultrasound_transabdominal,2019-09-05T22:42
Ultrasound,Ultrasound_transvaginal,2019-08-14T08:03
Ultrasound,Ultrasound_transabdominal,2017-02-17T18:22
Ultrasound,Ultrasound_transabdominal,2017-03-01T08:27
Ultrasound,Ultrasound_obstetric,2018-05-22T21:49
Ultrasound,Ultrasound_transvaginal,2017-09-07T10:15
Ultrasound,Ultrasound_abdominal,2019-04-09T11:11
Ultrasound,Ultrasound_pelvic,2019-07-11T02:32
Ultrasound,Ultrasound_transrectal,2019-09-14T20:18
Ultrasound,Ultrasound_abdominal,2017-10-04T17:56
Ultrasound,Ultrasound_abdominal,2019-06-23T03:31
Ultrasound,Ultrasound_obstetric,2019-02-02T04:06
Ultrasound,Ultrasound_transabdominal,2019-05-16T20:34
Ultrasound,Ultrasound_pelvic,2018-08-13T14:12
Ultrasound,Ultrasound_abdominal,2019-05-20T00:07
Ultrasound,Ultrasound_abdominal,2019-02-13T20:27
Ultrasound,Ultrasound_transrectal,2019-04-10T13:25
Ultrasound,Ultrasound_transabdominal,2017-01-26T11:19
Ultrasound,Ultrasound_transabdominal,2019-09-18T11:00
Ultrasound,Ultrasound_transabdominal,2018-05-13T13:42
Ultrasound,Ultrasound_transabdominal,2019-01-27T16:41
Ultrasound,Ultrasound_transrectal,2019-06-25T13:10
Ultrasound,Ultrasound_transvaginal,2018-11-09T19:33
Ultrasound,Ultrasound_transvaginal,2019-03-17T23:30
Ultrasound,Ultrasound_abdominal,2019-08-19T04:06
Ultrasound,Ultrasound_abdominal,2019-02-25T10:48
Ultrasound,Ultrasound_pelvic,2019-02-03T04:08
Ultrasound,Ultrasound_transabdominal,2017-01-17T15:53
Ultrasound,Ultrasound_transabdominal,2018-04-19T01:32
Ultrasound,Ultrasound_transrectal,2018-05-06T17:14
Ultrasound,Ultrasound_abdominal,2018-05-10T22:18
Ultrasound,Ultrasound_transabdominal,2019-07-15T12:53
Ultrasound,Ultrasound_transabdominal,2017-03-08T11:55
Ultrasound,Ultrasound_transabdominal,2019-08-23T07:21
Ultrasound,Ultrasound_abdominal,2019-07-18T00:52
Ultrasound,Ultrasound_obstetric,2017-10-01T05:33
Ultrasound,Ultrasound_transvaginal,2018-08-10T00:17
Ultrasound,Ultrasound_abdominal,2017-04-17T09:34
Ultrasound,Ultrasound_transvaginal,2017-02-03T14:41
Ultrasound,Ultrasound_obstetric,2018-03-28T09:00
Ultrasound,Ultrasound_transrectal,2017-05-18T15:41
Ultrasound,Ultrasound_obstetric,2018-11-23T22:28
Ultrasound,Ultrasound_transvaginal,2018-09-03T06:59
Ultrasound,Ultrasound_transvaginal,2017-03-09T10:45
Ultrasound,Ultrasound_abdominal,2018-07-04T07:47
Ultrasound,Ultrasound_pelvic,2019-03-14T03:15
Ultrasound,Ultrasound_transvaginal,2018-09-21T12:25
Ultrasound,Ultrasound_abdominal,2019-05-12T07:08
Ultrasound,Ultrasound_obstetric,2019-03-22T03:56
Ultrasound,Ultrasound_abdominal,2017-07-21T20:28
Ultrasound,Ultrasound_transrectal,2017-02-05T09:16
Ultrasound,Ultrasound_abdominal,2019-03-27T11:24
Ultrasound,Ultrasound_obstetric,2019-01-14T19:20
Ultrasound,Ultrasound_abdominal,2018-05-20T08:03
Ultrasound,Ultrasound_abdominal,2018-08-03T05:05
Ultrasound,Ultrasound_abdominal,2019-04-12T18:51
Ultrasound,Ultrasound_transvaginal,2018-03-10T06:09
Ultrasound,Ultrasound_transrectal,2017-08-11T02:12
Ultrasound,Ultrasound_transrectal,2019-08-12T00:33
Ultrasound,Ultrasound_obstetric,2018-08-25T19:52
Ultrasound,Ultrasound_abdominal,2018-08-12T18:10
Ultrasound,Ultrasound_transrectal,2018-06-15T21:20
Ultrasound,Ultrasound_obstetric,2019-09-11T18:48
Ultrasound,Ultrasound_transrectal,2018-08-07T20:21
Ultrasound,Ultrasound_abdominal,2018-12-06T07:27
Ultrasound,Ultrasound_abdominal,2018-05-03T22:05
Ultrasound,Ultrasound_transvaginal,2017-05-26T19:46
Ultrasound,Ultrasound_obstetric,2019-05-14T11:14
Ultrasound,Ultrasound_abdominal,2018-04-09T12:24
Ultrasound,Ultrasound_transrectal,2018-03-15T01:42
Ultrasound,Ultrasound_transrectal,2019-04-25T13:55
Ultrasound,Ultrasound_abdominal,2018-01-18T20:18
Ultrasound,Ultrasound_transabdominal,2017-09-02T22:07
Ultrasound,Ultrasound_pelvic,2017-02-02T23:31
Ultrasound,Ultrasound_transabdominal,2019-09-02T18:23
Ultrasound,Ultrasound_transvaginal,2019-04-24T11:26
Ultrasound,Ultrasound_transabdominal,2019-07-19T18:18
Ultrasound,Ultrasound_pelvic,2017-06-21T23:45
Ultrasound,Ultrasound_abdominal,2018-12-25T22:45
Ultrasound,Ultrasound_transrectal,2017-03-27T05:55
Ultrasound,Ultrasound_transrectal,2019-08-04T11:47
Ultrasound,Ultrasound_transrectal,2017-08-30T12:07
Ultrasound,Ultrasound_transvaginal,2017-12-20T09:58
Ultrasound,Ultrasound_transabdominal,2018-12-26T06:27
Ultrasound,Ultrasound_transrectal,2018-02-12T07:10
Ultrasound,Ultrasound_transabdominal,2017-03-09T10:06
Ultrasound,Ultrasound_transvaginal,2017-11-11T00:24
Ultrasound,Ultrasound_abdominal,2019-08-08T20:31
Ultrasound,Ultrasound_transvaginal,2018-06-14T07:49
Ultrasound,Ultrasound_abdominal,2017-09-28T07:44
Ultrasound,Ultrasound_transrectal,2018-08-30T08:35
Ultrasound,Ultrasound_obstetric,2017-12-10T14:27
Ultrasound,Ultrasound_pelvic,2019-04-17T03:54
Ultrasound,Ultrasound_obstetric,2019-01-26T00:16
Ultrasound,Ultrasound_obstetric,2017-09-25T15:04
Ultrasound,Ultrasound_transabdominal,2019-03-13T10:09
Ultrasound,Ultrasound_pelvic,2018-08-01T09:33
Ultrasound,Ultrasound_obstetric,2019-04-22T00:55
Ultrasound,Ultrasound_abdominal,2018-03-29T02:18
Ultrasound,Ultrasound_transrectal,2017-12-26T10:45
Ultrasound,Ultrasound_transrectal,2018-09-12T21:29
Ultrasound,Ultrasound_transrectal,2019-07-09T17:16
Ultrasound,Ultrasound_transrectal,2018-10-29T17:04
Ultrasound,Ultrasound_pelvic,2019-08-12T15:05
Ultrasound,Ultrasound_transrectal,2018-03-09T19:18
Ultrasound,Ultrasound_abdominal,2017-01-23T14:00
Ultrasound,Ultrasound_abdominal,2017-01-21T12:12
Ultrasound,Ultrasound_transvaginal,2017-10-01T02:29
Ultrasound,Ultrasound_pelvic,2017-10-02T06:37
Ultrasound,Ultrasound_obstetric,2017-05-08T02:11
Ultrasound,Ultrasound_pelvic,2017-11-26T14:33
Ultrasound,Ultrasound_transrectal,2019-07-26T10:32
Ultrasound,Ultrasound_transvaginal,2017-12-08T09:03
Ultrasound,Ultrasound_obstetric,2018-08-15T04:46
Xray,Xray_bones,2018-09-20T22:16
Xray,Xray_lungs,2018-07-28T18:09
Xray,Xray_abdomen,2018-01-22T13:09
Xray,Xray_lungs,2019-04-06T19:13
Xray,Xray_chest,2017-10-12T02:01
Xray,Xray_lungs,2017-11-11T18:47
Xray,Xray_lungs,2017-10-02T09:51
Xray,Xray_abdomen,2017-07-23T17:49
Xray,Xray_lungs,2017-09-03T18:07
Xray,Xray_lungs,2018-01-25T13:22
Xray,Xray_chest,2019-06-16T18:24
Xray,Xray_chest,2017-06-03T05:45
Xray,Xray_KUB,2019-06-01T14:06
Xray,Xray_chest,2018-02-25T11:57
Xray,Xray_chest,2018-04-28T01:33
Xray,Xray_teeth,2019-07-29T15:01
Xray,Xray_teeth,2017-11-09T19:46
Xray,Xray_abdomen,2017-07-23T08:39
Xray,Xray_chest,2018-10-28T04:22
Xray,Xray_teeth,2017-01-07T20:43
Xray,Xray_standard,2019-04-09T11:55
Xray,Xray_abdomen,2017-01-15T14:05
Xray,Xray_standard,2018-07-23T20:41
Xray,Xray_abdomen,2019-01-28T21:21
Xray,Xray_teeth,2017-12-30T04:56
Xray,Xray_standard,2019-01-05T19:00
Xray,Xray_teeth,2018-03-19T03:05
Xray,Xray_abdomen,2018-01-20T01:51
Xray,Xray_KUB,2019-05-05T13:55
Xray,Xray_abdomen,2017-05-23T15:43
Xray,Xray_chest,2019-09-25T18:22
Xray,Xray_abdomen,2019-05-04T15:39
Xray,Xray_chest,2018-05-16T15:40
Xray,Xray_chest,2019-05-16T14:01
Xray,Xray_KUB,2017-06-10T18:38
Xray,Xray_lungs,2017-10-21T06:19
Xray,Xray_bones,2019-03-03T22:33
Xray,Xray_teeth,2019-06-20T11:24
Xray,Xray_standard,2017-11-01T23:32
Xray,Xray_teeth,2017-12-17T03:20
Xray,Xray_abdomen,2017-10-13T08:27
Xray,Xray_teeth,2019-07-25T04:51
Xray,Xray_KUB,2017-08-06T21:56
Xray,Xray_teeth,2017-10-07T21:23
Xray,Xray_chest,2017-10-29T14:35
Xray,Xray_bones,2017-06-20T17:30
Xray,Xray_lungs,2018-01-01T12:15
Xray,Xray_lungs,2017-05-08T03:07
Xray,Xray_bones,2019-05-15T05:46
Xray,Xray_chest,2018-08-21T10:15
Xray,Xray_KUB,2019-08-07T11:31
Xray,Xray_teeth,2019-02-11T08:39
Xray,Xray_abdomen,2017-01-22T23:07
Xray,Xray_abdomen,2018-06-13T04:00
Xray,Xray_chest,2019-04-23T21:06
Xray,Xray_KUB,2018-11-14T01:07
Xray,Xray_bones,2019-03-06T17:19
Xray,Xray_chest,2017-03-25T22:30
Xray,Xray_bones,2018-04-17T20:37
Xray,Xray_chest,2018-09-09T16:33
Xray,Xray_chest,2017-10-28T06:39
Xray,Xray_standard,2018-03-03T10:35
Xray,Xray_KUB,2017-09-08T18:18
Xray,Xray_KUB,2018-12-04T13:39
Xray,Xray_standard,2018-03-19T02:58
Xray,Xray_standard,2018-05-04T20:51
Xray,Xray_teeth,2018-08-28T17:00
Xray,Xray_bones,2018-04-28T05:58
Xray,Xray_KUB,2018-11-24T17:24
Xray,Xray_teeth,2018-12-07T23:18
Xray,Xray_chest,2018-04-18T00:18
Xray,Xray_chest,2017-11-20T00:19
Xray,Xray_lungs,2018-07-10T17:17
Xray,Xray_chest,2017-09-08T17:16
Xray,Xray_KUB,2017-06-01T05:26
Xray,Xray_abdomen,2018-04-26T12:48
Xray,Xray_bones,2017-03-24T22:54
Xray,Xray_standard,2017-12-18T06:30
Xray,Xray_abdomen,2017-09-06T09:42
Xray,Xray_KUB,2019-08-10T15:13
Xray,Xray_teeth,2018-02-25T10:22
Xray,Xray_lungs,2017-12-12T20:44
Xray,Xray_bones,2019-01-02T20:41
Xray,Xray_standard,2019-07-07T18:36
Xray,Xray_standard,2017-09-16T18:08
Xray,Xray_lungs,2017-08-28T15:25
Xray,Xray_bones,2018-05-16T12:43
Xray,Xray_chest,2018-03-02T20:18
Xray,Xray_abdomen,2019-01-07T15:59
Xray,Xray_lungs,2019-02-10T08:33
Xray,Xray_chest,2017-10-26T17:05
Xray,Xray_teeth,2019-04-02T11:49
Xray,Xray_lungs,2018-02-19T04:24
Xray,Xray_KUB,2017-04-24T04:03
Xray,Xray_bones,2019-05-07T14:12
Xray,Xray_standard,2019-01-16T08:56
Xray,Xray_KUB,2019-04-20T07:07
Xray,Xray_bones,2018-03-14T23:40
Xray,Xray_chest,2017-02-14T13:12
Xray,Xray_bones,2017-12-29T05:22
Xray,Xray_bones,2018-12-16T18:38
Xray,Xray_abdomen,2017-10-10T17:01
Xray,Xray_standard,2018-12-14T18:34
Xray,Xray_lungs,2019-01-08T22:04
Xray,Xray_chest,2019-05-02T16:02
Xray,Xray_KUB,2018-06-09T08:45
Xray,Xray_lungs,2019-06-21T07:16
Xray,Xray_standard,2019-05-30T08:41
Xray,Xray_standard,2018-12-13T11:16
Xray,Xray_bones,2019-05-02T17:08
Xray,Xray_KUB,2019-07-17T00:29
Xray,Xray_teeth,2018-01-07T07:37
Xray,Xray_KUB,2017-05-30T07:21
Xray,Xray_bones,2017-02-02T16:11
Xray,Xray_KUB,2019-04-28T14:38
Xray,Xray_bones,2018-09-05T12:06
Xray,Xray_chest,2019-07-03T06:23
Xray,Xray_teeth,2019-07-09T21:28
Xray,Xray_lungs,2019-03-11T08:20
Xray,Xray_KUB,2019-09-29T06:52
Xray,Xray_chest,2019-05-15T15:58
Xray,Xray_KUB,2018-07-17T14:06
Xray,Xray_teeth,2019-01-18T10:44
Xray,Xray_teeth,2018-06-04T16:48
Xray,Xray_standard,2018-07-18T10:15
Xray,Xray_standard,2018-08-13T22:24
Xray,Xray_abdomen,2017-09-09T04:57
Xray,Xray_KUB,2017-04-01T20:52
Xray,Xray_bones,2019-08-28T07:47
Xray,Xray_KUB,2017-04-30T15:16
Xray,Xray_KUB,2017-11-08T03:57
Xray,Xray_abdomen,2019-04-23T08:32
Xray,Xray_abdomen,2017-09-10T17:07
Xray,Xray_lungs,2019-04-08T04:19
Xray,Xray_standard,2017-07-10T20:28
Xray,Xray_bones,2019-04-22T15:07
Xray,Xray_teeth,2019-04-30T09:50
Xray,Xray_KUB,2017-03-21T14:59
Xray,Xray_lungs,2018-05-11T20:45
Xray,Xray_lungs,2019-07-26T20:00
Xray,Xray_KUB,2019-02-01T21:28
Xray,Xray_KUB,2018-07-26T23:36
Xray,Xray_KUB,2018-11-14T10:21
Xray,Xray_bones,2019-02-09T12:08
Xray,Xray_bones,2019-05-07T05:31
Xray,Xray_abdomen,2017-02-12T23:50
